user_id,tweet,features__name,features__id,features__screen_name,features__tweets,features__location,features__primary_geo,features__geo_type,state
55369958,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",Rüdiger Nitsch,55369958,rnitsch,1,"Berlin, Deutschland","Berlin, Deutschland",User location,
1010244590,"@DailyCaller That's weird, it's almost like global warming is crap.",U.S Space Force Ginger Squad 17,1010244590,davis_scottwd3,1,Colorado-The Victory Garden,Colorado-The Victory Garden,User location,Colorado
2972072795,RT @DailyCaller: Paper: Scientists Still Can’t Explain The ‘Grand Hiatus’ In Global Warming https://t.co/hQlVZxFfTZ #ClimateChange https://…,A.M,2972072795,am1_1972,1,United States,United States,User location,
2196602655,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",Chris James,2196602655,IrnPru,1,"London, England","London, England",User location,
3437607424,RT @DailyCaller: Paper: Scientists Still Can’t Explain The ‘Grand Hiatus’ In Global Warming https://t.co/hQlVZxFfTZ #ClimateChange https://…,Blanca Bermudez,3437607424,blancabrasilia,1,"Fort Stockton, TX","Fort Stockton, TX",User location,Texas
479512168,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",David Harrison,479512168,Walkman_fades,1,"Toronto, Ontario","Toronto, Ontario",User location,
66445234,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",Maddy🅱️Raps,66445234,MADdySOUNDS,1,corpus crusty,corpus crusty,User location,
1887263564,"RT @UltraVerified: It's great that President Obama is focusing on Global Warming in his last year, but it would have been better to start a…",Phil Thee,1887263564,filthyliberals,1,planet earth,planet earth,User location,
317892628,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",Chopsie,317892628,Gareth_Whittle,1,Wheelie World,Wheelie World,User location,
2771387864,RT @TheAtlantic: The timescales of global warming https://t.co/u6L001ExMB https://t.co/m5tKX2qpYj,James E. Meacham,2771387864,Jim_Meacham,1,University of Oregon,University of Oregon,User location,Oregon
267859353,RT @DailyCaller: Paper: Scientists Still Can’t Explain The ‘Grand Hiatus’ In Global Warming https://t.co/hQlVZxFfTZ #ClimateChange https://…,Donald DuBois,267859353,djdoobs,1,New York,New York,User location, New York
23672501,"For those who don't believe that global warming is ""real,"" WAKE UP!!!! https://t.co/JQZvGpnAU2",Ann Gore,23672501,Angoragirl,1,Worldwide,Worldwide,User location,
250645357,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",Richard Charlie,250645357,RichHuws,1,Flintshire ,Flintshire ,User location,
368096055,RT @DailyCaller: Paper: Scientists Still Can’t Explain The ‘Grand Hiatus’ In Global Warming https://t.co/hQlVZxFfTZ #ClimateChange https://…,Jasen Wunder,368096055,JasenWunder,1,"Sykesville, MD","Sykesville, MD",User location, Maryland
46775879,Will Canada be moving large amounts of water yo the US? Canada not immune to global warming impact: report https://t.co/5jV3yhYdmY,University Research Experience in Complex Systems,46775879,COBWEBproject,1,Greater Toronto Area,Greater Toronto Area,User location,
